"latinName";"kiswahiliName";"fishingGround";"date";"lunarCycle";"month";"season";"metier";"wpue";"reef";"depth.int.std";"seagrass.int.std";"temperature.std";"X.utm";"Y.utm"
"3933";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3935";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.495;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3937";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.85;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3938";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.65;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3940";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.6;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3943";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.8015;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3944";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.0485;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3945";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.617;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3947";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3948";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.195;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3952";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.32;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3955";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.05;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3956";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.340666666666667;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3957";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";59;0.577;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3959";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.75;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3960";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;2.725;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3962";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";60;0.2;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3963";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.048;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3964";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-08";1;2;"NEMS";62;1.539;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3965";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-08";1;2;"NEMS";62;0.061;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3966";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-08";1;2;"NEMS";62;1.852;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3967";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-18";2;2;"NEMS";62;1.85;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3970";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.25;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3971";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.85;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3972";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.18;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3974";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.17;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3976";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.28;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3981";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.11;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3982";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3984";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.03;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3986";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.83;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3988";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.08;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3990";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.0365;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3994";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.9;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3997";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.99;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"3999";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.098;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4000";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.023;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4002";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-18";2;2;"NEMS";62;3.835;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4005";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.471;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4006";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.182;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4009";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4010";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4014";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.2;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4015";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;0.11;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4016";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-18";2;2;"NEMS";62;1.05;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4018";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.106;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4020";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.22;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4023";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.205;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4026";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.116;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4027";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.109;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4029";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.637;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4030";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.052;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4031";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-21";2;2;"NEMS";62;1.748;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4033";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.1425;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4034";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.235;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4036";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.0525;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4040";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.439;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4042";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.4375;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4043";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";62;1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4045";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.5;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4047";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-02-21";2;2;"NEMS";60;0.5;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4048";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-02-21";2;2;"NEMS";62;0.22;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4049";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-21";2;2;"NEMS";62;3;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4054";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-12-03";1;12;"NEMS";21;0.121111111111111;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4061";"Scarus ghobban";"Pono kawaida";"Mapangani";"2014-12-03";1;12;"NEMS";21;0.0111111111111111;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4063";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-12-03";1;12;"NEMS";21;0.193333333333333;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4066";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapangani";"2014-12-03";1;12;"NEMS";19;0.35;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4067";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-12-03";1;12;"NEMS";19;0.14;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4071";"Scarus ghobban";"Pono kawaida";"Mapangani";"2014-12-03";1;12;"NEMS";19;0.15;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4072";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-12-03";1;12;"NEMS";19;0.665;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4076";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-12-22";3;12;"NEMS";11;0.01;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4077";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-12-22";3;12;"NEMS";11;0.717142857142857;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4085";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapangani";"2014-06-14";2;6;"SEMS";22;0.226;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4086";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-06-14";2;6;"SEMS";22;0.15;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4091";"Leptoscarus vaigiensis";"Pono bodwe";"Mapangani";"2014-06-14";2;6;"SEMS";22;0.024;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4098";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-03-17";2;3;"NEMS";21;1.875;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4100";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-03-17";2;3;"NEMS";21;0.261;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4102";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapangani";"2014-11-12";2;11;"NEMS";19;1.284;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4103";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-11-12";2;11;"NEMS";19;0.029;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4111";"Scarus ghobban";"Pono kawaida";"Mapangani";"2014-11-12";2;11;"NEMS";19;1.451;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4113";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-11-12";2;11;"NEMS";19;0.3635;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4117";"Lethrinus lentjan ";"Changu njana";"Mapangani";"2014-10-19";4;10;"SEMS";19;0.053;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4120";"Leptoscarus vaigiensis";"Pono bodwe";"Mapangani";"2014-10-19";4;10;"SEMS";19;0.1935;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4122";"Scarus ghobban";"Pono kawaida";"Mapangani";"2014-10-19";4;10;"SEMS";19;0.2175;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4123";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-10-19";4;10;"SEMS";19;0.305;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4127";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapangani";"2014-10-26";3;10;"SEMS";19;0.6795;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4131";"Leptoscarus vaigiensis";"Pono bodwe";"Mapangani";"2014-10-26";3;10;"SEMS";19;0.2695;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4133";"Scarus ghobban";"Pono kawaida";"Mapangani";"2014-10-26";3;10;"SEMS";19;0.6515;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4134";"Siganus sutor";"Tasi uzi";"Mapangani";"2014-10-26";3;10;"SEMS";19;0.327;0;0.289142906802979;1.01349614993011;-0.0543048838373631;552740.796946314;9322851.0440273
"4144";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-04-21";2;4;"SEMS";19;1;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4145";"Siganus sutor";"Tasi uzi";"Mapopwe";"2014-04-21";2;4;"SEMS";19;1.31;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4155";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-04-27";4;4;"SEMS";19;0.63;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4164";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-12-03";1;12;"NEMS";18;0.9;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4174";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-06-05";1;6;"SEMS";18;0.73;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4177";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-06-05";1;6;"SEMS";18;0.84;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4181";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-06-16";2;6;"SEMS";18;0.75;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4186";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-03-25";4;3;"NEMS";19;0.629;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4190";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-03-25";4;3;"NEMS";19;1.115;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4191";"Siganus sutor";"Tasi uzi";"Mapopwe";"2014-03-25";4;3;"NEMS";19;0.139;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4194";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-05-13";1;5;"SEMS";19;0.126;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4199";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-05-13";1;5;"SEMS";19;0.298;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4207";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-05-26";4;5;"SEMS";18;0.15;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4218";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-10-01";1;10;"SEMS";18;0.322;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4220";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-10-02";1;10;"SEMS";18;0.106;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4222";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-10-02";1;10;"SEMS";18;4.161;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4226";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-10-19";4;10;"SEMS";18;0.294;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4232";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-10-19";4;10;"SEMS";18;0.908;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4234";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-10-26";3;10;"SEMS";18;0.087;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4240";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-10-26";3;10;"SEMS";18;0.232;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4244";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-09-15";2;9;"SEMS";18;2;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4249";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mapopwe";"2014-09-24";3;9;"SEMS";18;0.102;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4252";"Scarus ghobban";"Pono kawaida";"Mapopwe";"2014-09-24";3;9;"SEMS";18;0.78;0;NA;NA;0.78456681414542;546164.61483559;9316173.06906484
"4263";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-04-07";1;4;"SEMS";29;0.275;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4265";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-07";1;4;"SEMS";29;6.5;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4268";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-04-14";1;4;"SEMS";19;0.07;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4269";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-04-14";1;4;"SEMS";19;0.75;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4270";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-14";1;4;"SEMS";19;5.04;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4272";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-04-14";1;4;"SEMS";31;0.425;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4273";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-14";1;4;"SEMS";31;5.8;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4274";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-21";2;4;"SEMS";31;2.35;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4277";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-04-26";4;4;"SEMS";31;0.06;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4278";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-26";4;4;"SEMS";31;1;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4280";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-04-26";4;4;"SEMS";19;0.13;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4281";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-04-26";4;4;"SEMS";19;0.2;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4282";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-04-26";4;4;"SEMS";19;0.08;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4283";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-04-26";4;4;"SEMS";19;3.49;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4287";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-12-04";1;12;"NEMS";31;0.19;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4290";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-12-04";1;12;"NEMS";31;2.165;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4291";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-12-04";1;12;"NEMS";31;0.36;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4292";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-12-04";1;12;"NEMS";31;0.695;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4295";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-12-17";4;12;"NEMS";31;0.11;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4296";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-12-17";4;12;"NEMS";31;0.05;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4297";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-12-17";4;12;"NEMS";31;0.85;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4301";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-12-23";3;12;"NEMS";31;0.51;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4304";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mamemwari";"2014-12-23";3;12;"NEMS";19;0.12;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4305";"Lethrinus mahsena";"Changu tuku";"Mamemwari";"2014-12-23";3;12;"NEMS";19;0.05;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4306";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-12-23";3;12;"NEMS";19;1.24;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4307";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-12-23";3;12;"NEMS";19;0.63;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4309";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-12-31";1;12;"NEMS";31;0.505;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4310";"Siganus sutor";"Tasi uzi";"Mamemwari";"2014-12-31";1;12;"NEMS";31;3.765;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4312";"Lethrinus lentjan ";"Changu njana";"Mamemwari";"2014-02-14";1;2;"NEMS";31;0.019;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4314";"Leptoscarus vaigiensis";"Pono bodwe";"Mamemwari";"2014-02-14";1;2;"NEMS";31;1.797;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
"4315";"Scarus ghobban";"Pono kawaida";"Mamemwari";"2014-02-14";1;2;"NEMS";31;0.123;0;-0.526261768695291;0.641865366459552;0.866841762159052;548441.718787321;9322324.08472858
